,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name 
76,,09/11/2014,Sri Lanka,Rajiv Gandhi International Stadium,-,72,5.14,0/14,106,31.25,,17,,,,26 years 68 days,"Ishant Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
77,,26/01/2015,Australia,Sydney Cricket Ground,-,72,5.14,,106,31.25,,17,,,,26 years 146 days,"Ishant Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
78,,15/01/2016,Australia,Brisbane Cricket Ground,-,72,5.14,1/60,107,31.52,,17,,,,27 years 135 days,"Ishant Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
79,,17/01/2016,Australia,Melbourne Cricket Ground,-,72,5.14,2/53,109,31.43,,17,,,,27 years 137 days,"Ishant Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
80,28,20/01/2016,Australia,Manuka Oval,0,72,4.80,4/77,113,31.00,1,18,,,,27 years 140 days,"Ishant Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
81,,23/01/2016,Australia,Sydney Cricket Ground,-,72,4.80,2/60,115,30.98,1,19,,,,27 years 143 days,"Ishant Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,,23/06/2007,Ireland,Civil Service Cricket Club,-,0,,,0,,1,1,,,,20 years 54 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,1,26/06/2007,South Africa,Civil Service Cricket Club,8,8,8.00,0/3,0,,1,2,,,,20 years 57 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
4,2,05/10/2007,Australia,Rajiv Gandhi International Stadium,1,9,4.50,,0,,,2,,,,20 years 158 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
5,3,18/11/2007,Pakistan,Sawai Mansingh Stadium,52,61,20.33,,0,,1,3,,,,20 years 202 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
6,4,03/02/2008,Australia,Brisbane Cricket Ground,29,90,22.50,,0,,,3,,,,20 years 279 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
7,5,04/02/2008,Sri Lanka,Brisbane Cricket Ground,0,90,18.00,,0,,,3,,,,20 years 280 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
8,6,10/02/2008,Australia,Melbourne Cricket Ground,39*,129,25.80,,0,,1,4,,,,20 years 286 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
9,7,12/02/2008,Sri Lanka,Manuka Oval,70*,199,39.80,,0,,,4,,,,20 years 288 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
10,8,17/02/2008,Australia,Adelaide Oval,1,200,33.33,,0,,1,5,,,,20 years 293 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
11,9,19/02/2008,Sri Lanka,Adelaide Oval,24,224,32.00,,0,,,5,,,,20 years 295 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
12,10,24/02/2008,Australia,Sydney Cricket Ground,1,225,28.13,,0,,1,6,,,,20 years 300 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
13,11,26/02/2008,Sri Lanka,Bellerive Oval,3*,228,28.50,,0,,1,7,,,,20 years 302 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
14,12,02/03/2008,Australia,Sydney Cricket Ground,66,294,32.67,0/5,0,,1,8,,,,20 years 307 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
15,13,04/03/2008,Australia,Brisbane Cricket Ground,2,296,29.60,,0,,,8,,,,20 years 309 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
16,14,10/06/2008,Pakistan,Shere Bangla National Stadium,9,305,27.73,,0,,1,9,,,,21 years 41 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
17,15,12/06/2008,Bangladesh,Shere Bangla National Stadium,26,331,27.58,,0,,,9,,,,21 years 43 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
18,16,14/06/2008,Pakistan,Shere Bangla National Stadium,24,355,27.31,,0,,1,10,,,,21 years 45 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
19,17,25/06/2008,Hong Kong,National Stadium (Karachi),11,366,26.14,,0,,,10,,,,21 years 56 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
20,18,26/06/2008,Pakistan,National Stadium (Karachi),0*,366,26.14,,0,,,10,,,,21 years 57 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
21,19,28/06/2008,Bangladesh,National Stadium (Karachi),22,388,25.87,,0,,,10,,,,21 years 59 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
22,20,02/07/2008,Pakistan,National Stadium (Karachi),58,446,27.88,,0,,,10,,,,21 years 63 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
23,21,03/07/2008,Sri Lanka,National Stadium (Karachi),22*,468,29.25,0/4,0,,,10,,,,21 years 64 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
24,22,06/07/2008,Sri Lanka,National Stadium (Karachi),3,471,27.71,0/11,0,,1,11,,,,21 years 67 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
25,23,18/08/2008,Sri Lanka,Rangiri Dambulla International Stadium,19,490,27.22,0/11,0,,,11,,,,21 years 110 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
26,24,20/08/2008,Sri Lanka,Rangiri Dambulla International Stadium,0,490,25.79,,0,,,11,,,,21 years 112 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
27,25,24/08/2008,Sri Lanka,R Premadasa Stadium,32,522,26.10,0/9,0,,,11,,,,21 years 116 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
28,26,27/08/2008,Sri Lanka,R Premadasa Stadium,18,540,25.71,0/13,0,,,11,,,,21 years 119 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
29,27,29/08/2008,Sri Lanka,R Premadasa Stadium,3,543,24.68,0/7,0,,,11,,,,21 years 121 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
30,28,14/11/2008,England,Madhavrao Scindia Cricket Ground,11*,554,25.18,,0,,,11,,,,21 years 198 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
31,29,17/11/2008,England,Holkar Cricket Stadium,3,557,24.22,,0,,,11,,,,21 years 201 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
32,30,20/11/2008,England,Green Park,28,585,24.38,,0,,,11,,,,21 years 204 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
33,31,26/11/2008,England,Barabati Stadium,8*,593,24.71,,0,,,11,,,,21 years 210 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
34,32,28/01/2009,Sri Lanka,Rangiri Dambulla International Stadium,25*,618,25.75,0/22,0,,1,12,,,,21 years 273 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
35,33,05/02/2009,Sri Lanka,R Premadasa Stadium,4*,622,25.92,,0,,2,14,,,,21 years 281 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
36,34,08/02/2009,Sri Lanka,R Premadasa Stadium,15,637,25.48,0/13,0,,1,15,,,,21 years 284 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
37,,11/03/2009,New Zealand,Seddon Park,-,637,25.48,,0,,1,16,,,,21 years 315 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
38,35,14/03/2009,New Zealand,Eden Park,43*,680,27.20,,0,,,16,,,,21 years 318 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
39,36,26/06/2009,West Indies,Sabina Park,4,684,26.31,,0,,2,18,,,,22 years 57 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
40,37,28/06/2009,West Indies,Sabina Park,0,684,25.33,2/27,2,62.50,,18,,,,22 years 59 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
41,38,03/07/2009,West Indies,Daren Sammy National Cricket Stadium,11,695,24.82,0/7,2,66.00,,18,,,,22 years 64 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
42,,05/07/2009,West Indies,Daren Sammy National Cricket Stadium,-,695,24.82,,2,66.00,,18,,,,22 years 66 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
43,39,27/02/2010,South Africa,Narendra Modi Stadium,48,743,25.62,0/28,2,80.00,,18,,,,22 years 303 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
44,40,28/05/2010,Zimbabwe,Queens Sports Club,114,857,28.57,0/5,2,82.50,,18,,,,23 years 28 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
45,41,30/05/2010,Sri Lanka,Queens Sports Club,101*,958,31.93,,2,82.50,,18,,,,23 years 30 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
46,42,03/06/2010,Zimbabwe,Harare Sports Club,13,971,31.32,,2,82.50,,18,,,,23 years 34 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
47,43,05/06/2010,Sri Lanka,Harare Sports Club,32,1003,31.34,,2,82.50,,18,,,,23 years 36 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
48,44,16/06/2010,Bangladesh,Rangiri Dambulla International Stadium,0,1003,30.39,1/5,3,56.67,,18,,,,23 years 47 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
49,45,19/06/2010,Pakistan,Rangiri Dambulla International Stadium,22,1025,30.15,,3,56.67,,18,,,,23 years 50 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
50,46,22/06/2010,Sri Lanka,Rangiri Dambulla International Stadium,69,1094,31.26,0/9,3,59.67,,18,,,,23 years 53 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
51,47,24/06/2010,Sri Lanka,Rangiri Dambulla International Stadium,41,1135,31.53,,3,59.67,,18,,,,23 years 55 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
52,48,10/08/2010,New Zealand,Rangiri Dambulla International Stadium,4,1139,30.78,,3,59.67,,18,,,,23 years 102 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
53,49,16/08/2010,Sri Lanka,Rangiri Dambulla International Stadium,0,1139,29.97,,3,59.67,1,19,,,,23 years 108 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
54,50,21/08/2010,Sri Lanka,Rangiri Dambulla International Stadium,11,1150,29.49,,3,59.67,,19,,,,23 years 113 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
55,51,28/08/2010,Sri Lanka,Rangiri Dambulla International Stadium,5,1155,28.88,,3,59.67,2,21,,,,23 years 120 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
56,52,07/12/2010,New Zealand,M Chinnaswamy Stadium,44,1199,29.24,0/19,3,66.00,1,22,,,,23 years 221 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
57,,10/12/2010,New Zealand,MA Chidambaram Stadium,-,1199,29.24,,3,66.00,1,23,,,,23 years 224 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
58,53,12/01/2011,South Africa,Kingsmead,11,1210,28.81,2/30,5,45.60,1,24,,,,23 years 257 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
59,54,15/01/2011,South Africa,Wanderers Stadium,9,1219,28.35,1/12,6,40.00,,24,,,,23 years 260 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
60,55,18/01/2011,South Africa,Newlands,23,1242,28.23,0/5,6,40.83,,24,,,,23 years 263 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
61,56,21/01/2011,South Africa,St George's Park,1,1243,27.62,0/6,6,41.83,,24,,,,23 years 266 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
62,57,23/01/2011,South Africa,SuperSport Park,5,1248,27.13,0/14,6,44.17,,24,,,,23 years 268 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
63,58,06/06/2011,West Indies,Queen's Park Oval,68*,1316,28.61,,6,44.17,1,25,,,,24 years 37 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
64,59,08/06/2011,West Indies,Queen's Park Oval,7*,1323,28.76,,6,44.17,,25,,,,24 years 39 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
65,60,11/06/2011,West Indies,Sir Vivian Richards Stadium,86*,1409,30.63,,6,44.17,,25,,,,24 years 42 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
66,61,13/06/2011,West Indies,Sir Vivian Richards Stadium,39,1448,30.81,,6,44.17,,25,,,,24 years 44 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
67,62,16/06/2011,West Indies,Sabina Park,57,1505,31.35,,6,44.17,,25,,,,24 years 47 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
68,63,03/09/2011,England,Riverside Ground,0*,1505,31.35,,6,44.17,,25,,,,24 years 126 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
69,64,29/11/2011,West Indies,Barabati Stadium,72,1577,32.18,0/8,6,45.50,,25,,,,24 years 213 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
70,65,02/12/2011,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,90*,1667,34.02,,6,45.50,,25,,,,24 years 216 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
71,66,05/12/2011,West Indies,Narendra Modi Stadium,95,1762,35.24,,6,45.50,,25,,,,24 years 219 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
72,67,08/12/2011,West Indies,Holkar Cricket Stadium,27,1789,35.08,0/39,6,52.00,1,26,,,,24 years 222 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
73,68,11/12/2011,West Indies,MA Chidambaram Stadium,21,1810,34.81,,6,52.00,,26,,,,24 years 225 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
74,69,05/02/2012,Australia,Melbourne Cricket Ground,21,1831,34.55,1/17,7,47.00,,26,,,,24 years 281 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
75,70,08/02/2012,Sri Lanka,WACA Ground,10,1841,34.09,,7,47.00,2,28,,,,24 years 284 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
76,71,12/02/2012,Australia,Adelaide Oval,33,1874,34.07,0/15,7,49.14,,28,,,,24 years 288 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
77,72,14/02/2012,Sri Lanka,Adelaide Oval,15,1889,33.73,0/10,7,50.57,,28,,,,24 years 290 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
78,73,19/02/2012,Australia,Brisbane Cricket Ground,0,1889,33.14,1/17,8,46.38,1,29,,,,24 years 295 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
79,,13/03/2012,Sri Lanka,Shere Bangla National Stadium,-,1889,33.14,0/14,8,48.13,,29,,,,24 years 318 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
80,74,16/03/2012,Bangladesh,Shere Bangla National Stadium,4,1893,32.64,0/13,8,49.75,2,31,,,,24 years 321 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
81,75,18/03/2012,Pakistan,Shere Bangla National Stadium,68,1961,33.24,0/19,8,52.13,,31,,,,24 years 323 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
82,76,21/07/2012,Sri Lanka,Mahinda Rajapaksha International Cricket Stadium,5,1966,32.77,,8,52.13,,31,,,,25 years 82 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
83,77,24/07/2012,Sri Lanka,Mahinda Rajapaksha International Cricket Stadium,0,1966,32.23,,8,52.13,,31,,,,25 years 85 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
84,78,28/07/2012,Sri Lanka,R Premadasa Stadium,0,1966,31.71,0/4,8,52.63,,31,,,,25 years 89 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
85,79,31/07/2012,Sri Lanka,R Premadasa Stadium,4,1970,31.27,0/6,8,53.38,,31,,,,25 years 92 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
86,80,04/08/2012,Sri Lanka,Pallekele International Cricket Stadium,4,1974,30.84,0/23,8,56.25,,31,,,,25 years 96 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
87,81,30/12/2012,Pakistan,MA Chidambaram Stadium,4,1978,30.43,,8,56.25,1,32,,,,25 years 244 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
88,82,23/01/2013,England,Punjab Cricket Association IS Bindra Stadium,83,2061,31.23,,8,56.25,,32,,,,25 years 268 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
89,83,27/01/2013,England,Himachal Pradesh Cricket Association Stadium,4,2065,30.82,,8,56.25,,32,,,,25 years 272 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
90,84,06/06/2013,South Africa,Sophia Gardens,65,2130,31.32,,8,56.25,,32,,,,26 years 37 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
91,85,11/06/2013,West Indies,Kennington Oval,52,2182,31.62,,8,56.25,,32,,,,26 years 42 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
92,86,15/06/2013,Pakistan,Edgbaston,18,2200,31.43,,8,56.25,1,33,,,,26 years 46 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
93,87,20/06/2013,Sri Lanka,Sophia Gardens,33,2233,31.45,,8,56.25,,33,,,,26 years 51 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
94,88,23/06/2013,England,Edgbaston,9,2242,31.14,,8,56.25,,33,,,,26 years 54 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
95,89,30/06/2013,West Indies,Sabina Park,60,2302,31.53,,8,56.25,,33,,,,26 years 61 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
96,90,02/07/2013,Sri Lanka,Sabina Park,5,2307,31.18,,8,56.25,,33,,,,26 years 63 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
97,91,05/07/2013,West Indies,Queen's Park Oval,46,2353,31.37,,8,56.25,,33,,,,26 years 66 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
98,92,09/07/2013,Sri Lanka,Queen's Park Oval,48*,2401,32.01,,8,56.25,,33,,,,26 years 70 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
99,93,11/07/2013,Sri Lanka,Queen's Park Oval,58,2459,32.36,,8,56.25,,33,,,,26 years 72 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
100,94,24/07/2013,Zimbabwe,Harare Sports Club,20,2479,32.19,,8,56.25,,33,,,,26 years 85 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
101,95,26/07/2013,Zimbabwe,Harare Sports Club,1,2480,31.79,,8,56.25,,33,,,,26 years 87 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
102,96,28/07/2013,Zimbabwe,Harare Sports Club,14,2494,31.57,,8,56.25,,33,,,,26 years 89 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
103,97,01/08/2013,Zimbabwe,Queens Sports Club,64*,2558,32.38,,8,56.25,1,34,,,,26 years 93 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
104,98,13/10/2013,Australia,Maharashtra Cricket Association Stadium,42,2600,32.50,,8,56.25,1,35,,,,26 years 166 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
105,99,16/10/2013,Australia,Sawai Mansingh Stadium,141*,2741,34.26,,8,56.25,,35,,,,26 years 169 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
106,100,19/10/2013,Australia,Punjab Cricket Association IS Bindra Stadium,11,2752,33.98,,8,56.25,,35,,,,26 years 172 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
107,101,23/10/2013,Australia,JSCA International Stadium Complex,9*,2761,34.09,,8,56.25,1,36,,,,26 years 176 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
108,102,30/10/2013,Australia,Vidarbha Cricket Association Stadium,79,2840,34.63,,8,56.25,,36,,,,26 years 183 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
109,103,02/11/2013,Australia,M Chinnaswamy Stadium,209,3049,36.73,,8,56.25,,36,,,,26 years 186 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
110,104,21/11/2013,West Indies,Nehru Stadium (Kochi),72,3121,37.15,0/4,8,56.75,,36,,,,26 years 205 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
111,105,24/11/2013,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,12,3133,36.86,,8,56.75,,36,,,,26 years 208 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
112,106,27/11/2013,West Indies,Green Park,4,3137,36.48,,8,56.75,,36,,,,26 years 211 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
113,107,05/12/2013,South Africa,Wanderers Stadium,18,3155,36.26,,8,56.75,,36,,,,26 years 219 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
114,108,08/12/2013,South Africa,Kingsmead,19,3174,36.07,,8,56.75,1,37,,,,26 years 222 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
115,,11/12/2013,South Africa,SuperSport Park,-,3174,36.07,,8,56.75,1,38,,,,26 years 225 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
116,109,19/01/2014,New Zealand,McLean Park,3,3177,35.70,,8,56.75,,38,,,,26 years 264 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
117,110,22/01/2014,New Zealand,Seddon Park,20,3197,35.52,,8,56.75,,38,,,,26 years 267 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
118,111,25/01/2014,New Zealand,Eden Park,39,3236,35.56,,8,56.75,,38,,,,26 years 270 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
119,112,28/01/2014,New Zealand,Seddon Park,79,3315,36.03,,8,56.75,,38,,,,26 years 273 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
120,113,31/01/2014,New Zealand,Westpac Stadium,4,3319,35.69,,8,56.75,1,39,,,,26 years 276 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
121,114,26/02/2014,Bangladesh,Khan Shaheb Osman Ali Stadium,21,3340,35.53,,8,56.75,1,40,,,,26 years 302 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
122,115,28/02/2014,Sri Lanka,Khan Shaheb Osman Ali Stadium,13,3353,35.29,0/29,8,60.38,2,42,,,,26 years 304 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
123,116,01/03/2014,Pakistan,Shere Bangla National Stadium,56,3409,35.51,,8,60.38,,42,,,,26 years 305 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
124,117,05/03/2014,Afghanistan,Shere Bangla National Stadium,18*,3427,35.70,,8,60.38,,42,,,,26 years 309 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
125,118,27/08/2014,England,Sophia Gardens,52,3479,35.87,,8,60.38,,42,,,,27 years 119 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
126,119,13/11/2014,Sri Lanka,Eden Gardens,264,3743,38.19,,8,60.38,,42,,,,27 years 197 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
127,120,16/11/2014,Sri Lanka,JSCA International Stadium Complex,9,3752,37.90,,8,60.38,1,43,,,,27 years 200 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
128,121,18/01/2015,Australia,Melbourne Cricket Ground,138,3890,38.90,,8,60.38,,43,,,,27 years 263 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
129,122,15/02/2015,Pakistan,Adelaide Oval,15,3905,38.66,,8,60.38,,43,,,,27 years 291 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
130,123,22/02/2015,South Africa,Melbourne Cricket Ground,0,3905,38.28,,8,60.38,,43,,,,27 years 298 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
131,124,28/02/2015,United Arab Emirates,WACA Ground,57*,3962,38.84,,8,60.38,,43,,,,27 years 304 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
132,125,06/03/2015,West Indies,WACA Ground,7,3969,38.53,,8,60.38,,43,,,,27 years 310 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
133,126,10/03/2015,Ireland,Seddon Park,64,4033,38.78,0/21,8,63.00,,43,,,,27 years 314 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
134,127,14/03/2015,Zimbabwe,Eden Park,16,4049,38.56,,8,63.00,1,44,,,,27 years 318 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
135,128,19/03/2015,Bangladesh,Melbourne Cricket Ground,137,4186,39.49,,8,63.00,,44,,,,27 years 323 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
136,129,26/03/2015,Australia,Sydney Cricket Ground,34,4220,39.44,,8,63.00,2,46,,,,27 years 330 days,"Rohit Sharma
            - One Day Internationals - Progressive Averages and Aggregates Summary"
